schoolname,latitude,longitude,address,city,zip,percentasian,percentblack,percenthispanic,percentblackhispanic,percentwhite
P.S. 099 KEW GARDENS,40.711486,-73.827742,"82-37 KEW GARDENS RD KEW GARDENS, NY 11415",KEW GARDENS,11415,22%,6%,40%,47%,28%
P.S. 139 REGO PARK,40.727995,-73.862551,"93-06 63RD DR REGO PARK, NY 11374",REGO PARK,11374,24%,2%,31%,33%,40%
P.S. 131 ABIGAIL ADAMS,40.716997,-73.793918,"170-45 84TH AVE JAMAICA, NY 11432",JAMAICA,11432,74%,8%,12%,20%,4%
P.S. 251 QUEENS,40.665341,-73.759335,"144-51 ARTHUR ST SPRINGFIELD GARDENS, NY 11413",SPRINGFIELD GARDENS,11413,2%,92%,3%,95%,1%
PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,40.706768,-73.753793,"109-89 204TH ST SAINT ALBANS, NY 11412",SAINT ALBANS,11412,4%,88%,6%,94%,1%
P.S. 150 QUEENS,40.745747,-73.92332,"40-01 43RD AVE LONG ISLAND CITY, NY 11104",LONG ISLAND CITY,11104,28%,1%,47%,48%,22%
P.S. 023 RICHMONDTOWN,40.570691,-74.133509,"30 NATICK ST STATEN ISLAND, NY 10306",STATEN ISLAND,10306,3%,1%,17%,18%,77%
P.S. 029 BARDWELL,40.613944,-74.116236,"1581 VICTORY BLVD STATEN ISLAND, NY 10314",STATEN ISLAND,10314,16%,9%,22%,30%,52%
P.S. 048 WILLIAM G. WILCOX,40.602835,-74.091981,"1050 TARGEE ST STATEN ISLAND, NY 10304",STATEN ISLAND,10304,17%,4%,18%,22%,59%
P.S. 060 ALICE AUSTEN,40.610556,-74.162328,"55 MERRILL AVE STATEN ISLAND, NY 10314",STATEN ISLAND,10314,11%,4%,26%,30%,56%
MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,40.581969,-74.15936,"100 ESSEX DR STATEN ISLAND, NY 10314",STATEN ISLAND,10314,10%,7%,20%,27%,62%
THE MICHAEL J. PETRIDES SCHOOL,40.608441,-74.105262,"715 OCEAN TERR STATEN ISLAND, NY 10301",STATEN ISLAND,10301,8%,20%,22%,42%,48%
J.H.S. 383 PHILIPPA SCHUYLER,40.697892,-73.919072,"1300 GREENE AVE BROOKLYN, NY 11237",BROOKLYN,11237,5%,43%,50%,93%,1%
EXPLORE EXCEL CHARTER SCHOOL,40.642544,-73.90803,"1077 REMSEN AVE BROOKLYN, NY 11236",BROOKLYN,11236,1%,90%,5%,96%,0%
LEADERSHIP PREPARATORY BROWNSVILLE CHARTER SCHOOL,40.655763,-73.906685,"985 ROCKAWAY AVE-3RD FL BROOKLYN, NY 11212",BROOKLYN,11212,0%,84%,14%,98%,0%
LEADERSHIP PREP CANARSIE CHARTER SCHOOL (LEADERSHIP PREP CS 4),40.644044,-73.892737,"1070 E 104TH ST BROOKLYN, NY 11236",BROOKLYN,11236,1%,90%,6%,96%,1%
HEBREW LANGUAGE ACADEMY CHARTER SCHOOL,40.611413,-73.913977,"2186 MILL AVE BROOKLYN, NY 11234",BROOKLYN,11234,1%,40%,4%,44%,54%
NEW HEIGHTS ACADEMY CHARTER SCHOOL,40.828615,-73.945402,"1818 AMSTERDAM AVE NEW YORK, NY 10031",NEW YORK,10031,0%,4%,96%,100%,0%
MERRICK ACADEMY - QUEENS PUBLIC CHARTER SCHOOL,40.67619,-73.75304,"136-25 218TH ST SPRINGFIELD GARDENS, NY 11413",SPRINGFIELD GARDENS,11413,4%,89%,5%,94%,0%
OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,40.755778,-73.924144,"36-12 35TH AVE ASTORIA, NY 11106",ASTORIA,11106,17%,7%,44%,50%,30%
ICAHN CHARTER SCHOOL 7,40.822513,-73.877255,"1535 STORY AVE BRONX, NY 10473",BRONX,10473,5%,48%,43%,91%,3%
ICAHN CHARTER SCHOOL 5,40.856635,-73.843042,"1500 PELHAM PKWY S BRONX, NY 10461",BRONX,10461,4%,56%,31%,87%,8%
BRONX PREPARATORY CHARTER SCHOOL,40.839046,-73.90019,"3872 3RD AVE BRONX, NY 10457",BRONX,10457,1%,50%,48%,98%,1%
KIPP ACADEMY CHARTER SCHOOL,40.816194,-73.926169,"201 E 144TH ST BRONX, NY 10451",BRONX,10451,0%,40%,58%,98%,1%
M.S. 131,40.716213,-73.993555,"100 HESTER ST NEW YORK, NY 10002",NEW YORK,10002,77%,8%,14%,22%,0%
J.H.S. 167 ROBERT F. WAGNER,40.771827,-73.95794,"220 E 76TH ST NEW YORK, NY 10021",NEW YORK,10021,28%,8%,19%,27%,42%
YORKVILLE EAST MIDDLE SCHOOL,40.770203,-73.95073,"1458 YORK AVE NEW YORK, NY 10075",NEW YORK,10075,11%,11%,30%,40%,42%
PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,40.761329,-73.988669,"328 W 48TH ST NEW YORK, NY 10036",NEW YORK,10036,5%,23%,20%,43%,44%
P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,40.791685,-73.97077,"154 W 93RD ST NEW YORK, NY 10025",NEW YORK,10025,7%,11%,17%,27%,62%
P.S. 452,40.781081,-73.978085,"100 W 77TH ST NEW YORK, NY 10024",NEW YORK,10024,10%,8%,13%,21%,64%
MOUNT EDEN CHILDREN'S ACADEMY,40.842811,-73.916384,"1501 JEROME AVE BRONX, NY 10452",BRONX,10452,0%,22%,78%,99%,1%
P.S. 019 JUDITH K. WEISS,40.899321,-73.867223,"4318 KATONAH AVE BRONX, NY 10470",BRONX,10470,4%,8%,28%,36%,59%
P.S. 130 THE PARKSIDE,40.648959,-73.975848,"70 OCEAN PKWY BROOKLYN, NY 11218",BROOKLYN,11218,20%,7%,27%,34%,40%
P.S. 172 BEACON SCHOOL OF EXCELLENCE,40.657598,-74.000094,"825 4TH AVE BROOKLYN, NY 11232",BROOKLYN,11232,6%,4%,77%,81%,13%
SUNSET PARK PREP,40.652095,-74.007424,"4004 4TH AVE BROOKLYN, NY 11232",BROOKLYN,11232,19%,1%,75%,76%,4%
P.S. 164 CAESAR RODNEY,40.637173,-73.985845,"4211 14TH AVE BROOKLYN, NY 11219",BROOKLYN,11219,32%,2%,50%,52%,14%
RALPH A. FABRIZIO SCHOOL,40.63037,-74.018707,"7109 6TH AVE BROOKLYN, NY 11209",BROOKLYN,11209,45%,1%,19%,20%,34%
THE SEEALL ACADEMY,40.62659,-73.989464,"5601 16TH AVE BROOKLYN, NY 11204",BROOKLYN,11204,43%,1%,28%,29%,27%
P.S. 186 DR. IRVING A GLADSTONE,40.611106,-73.994593,"7601 19TH AVE BROOKLYN, NY 11214",BROOKLYN,11214,39%,0%,27%,27%,33%
P.S. 204 VINCE LOMBARDI,40.61368,-74.006356,"8101 15TH AVE BROOKLYN, NY 11228",BROOKLYN,11228,50%,1%,19%,19%,30%
P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,40.621006,-74.029639,"371 89TH ST BROOKLYN, NY 11209",BROOKLYN,11209,12%,3%,35%,37%,50%
P.S. 206 JOSEPH F LAMB,40.597135,-73.948515,"2200 GRAVESEND NECK RD BROOKLYN, NY 11229",BROOKLYN,11229,46%,2%,11%,13%,39%
P.S. 255 BARBARA REING SCHOOL,40.604467,-73.956004,"1866 E 17TH ST BROOKLYN, NY 11229",BROOKLYN,11229,23%,3%,11%,14%,62%
P.S. 277 GERRITSEN BEACH,40.595878,-73.927963,"2529 GERRITSEN AVE BROOKLYN, NY 11229",BROOKLYN,11229,9%,3%,11%,14%,76%
P.S. Q016 THE NANCY DEBENEDITTIS SCHOOL,40.749035,-73.861247,"41-15 104TH ST CORONA, NY 11368",CORONA,11368,8%,0%,90%,91%,1%
P.S. 019 MARINO JEANTET,40.749371,-73.86745,"98-02 ROOSEVELT AVE CORONA, NY 11368",CORONA,11368,7%,1%,92%,92%,0%
P.S. 049 DOROTHY BONAWIT KOLE,40.719517,-73.875034,"63-60 80TH ST MIDDLE VILLAGE, NY 11379",MIDDLE VILLAGE,11379,16%,0%,25%,26%,57%
P.S. 81Q JEAN PAUL RICHTER,40.703852,-73.911939,"559 CYPRESS AVE GLENDALE, NY 11385",GLENDALE,11385,6%,1%,87%,89%,5%
P.S./I.S. 113 ANTHONY J. PRANZO,40.705243,-73.861935,"78-23 87TH ST GLENDALE, NY 11385",GLENDALE,11385,5%,1%,40%,41%,52%
P.S. 022 THOMAS JEFFERSON,40.761748,-73.811379,"153-33 SANFORD AVE FLUSHING, NY 11355",FLUSHING,11355,60%,0%,36%,36%,3%
P.S. 079 FRANCIS LEWIS,40.785959,-73.817349,"147-27 15TH DR WHITESTONE, NY 11357",WHITESTONE,11357,44%,1%,20%,21%,33%
P.S. 169 BAY TERRACE,40.782346,-73.77844,"18-25 212TH ST BAYSIDE, NY 11360",BAYSIDE,11360,34%,4%,20%,25%,40%
"QUEENS SCHOOL OF INQUIRY, THE",40.724191,-73.80937,"158-40 76TH RD FLUSHING, NY 11366",FLUSHING,11366,40%,17%,23%,40%,18%
BELL ACADEMY,40.782346,-73.77844,"18-25 212TH ST BAYSIDE, NY 11360",BAYSIDE,11360,34%,4%,27%,31%,34%
P.S. 186 CASTLEWOOD,40.749967,-73.721714,"252-12 72ND AVE BELLEROSE, NY 11426",BELLEROSE,11426,34%,13%,21%,34%,29%
P.S. 101 SCHOOL IN THE GARDENS,40.715537,-73.843379,"2 RUSSELL PL FOREST HILLS, NY 11375",FOREST HILLS,11375,28%,3%,15%,18%,45%
P.S. 220 EDWARD MANDEL,40.7365,-73.851845,"62-10 108TH ST FOREST HILLS, NY 11375",FOREST HILLS,11375,27%,9%,23%,31%,39%
P.S. 176 CAMBRIA HEIGHTS,40.68487,-73.729678,"120-45 235TH ST CAMBRIA HEIGHTS, NY 11411",CAMBRIA HEIGHTS,11411,5%,81%,3%,85%,0%
THE GORDON PARKS SCHOOL,40.674937,-73.736741,"233-15 MERRICK BLVD ROSEDALE, NY 11422",ROSEDALE,11422,1%,97%,2%,98%,0%
I.S. 145 JOSEPH PULITZER,40.754326,-73.887594,"33-34 80TH ST JACKSON HEIGHTS, NY 11372",JACKSON HEIGHTS,11372,8%,1%,89%,90%,2%
BROWNSVILLE ASCEND CHARTER SCHOOL,40.668975,-73.917872,"1501 PITKIN AVE BROOKLYN, NY 11212",BROOKLYN,11212,1%,87%,11%,98%,0%
NEW YORK FRENCH AMERICAN CHARTER SCHOOL,40.807539,-73.954227,"311 W 120TH ST NEW YORK, NY 10027",NEW YORK,10027,1%,65%,14%,79%,13%
HYDE LEADERSHIP CHARTER SCHOOL,40.815594,-73.885238,"730 BRYANT AVE BRONX, NY 10474",BRONX,10474,0%,34%,65%,98%,1%
BRONX GLOBAL LEARNING INSTITUTE FOR GIRLS CHARTER SCHOOL,40.818739,-73.927164,"750 CONCOURSE VILLAGE W-LOWER LEVEL BRONX, NY 10451",BRONX,10451,1%,28%,67%,95%,1%
P.S. 158 BAYARD TAYLOR,40.770203,-73.95073,"1458 YORK AVE NEW YORK, NY 10021",NEW YORK,10021,11%,4%,10%,14%,71%
BATTERY PARK CITY SCHOOL,40.706563,-74.017528,"55 BATTERY PL NEW YORK, NY 10011",NEW YORK,10011,21%,4%,11%,15%,56%
LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,40.705442,-74.012888,"26 BROADWAY-6TH FL NEW YORK, NY 10004",NEW YORK,10004,40%,9%,20%,29%,27%
P.S. 166 THE RICHARD RODGERS SCHOOL OF THE ARTS AND TECHNOLOGY,40.788883,-73.972455,"132 W 89TH ST NEW YORK, NY 10024",NEW YORK,10024,11%,6%,17%,23%,59%
MOTT HALL II,40.802678,-73.96595,"234 W 109TH ST NEW YORK, NY 10025",NEW YORK,10025,6%,26%,37%,63%,26%
INTERNATIONAL SCHOOL FOR LIBERAL ARTS,40.870295,-73.897019,"2780 RESERVOIR AVE BRONX, NY 10468",BRONX,10468,0%,0%,99%,100%,0%
P.S. 008 ROBERT FULTON,40.700728,-73.992805,"37 HICKS ST BROOKLYN, NY 11201",BROOKLYN,11201,6%,14%,11%,25%,61%
P.S. 169 SUNSET PARK,40.645814,-74.001702,"4305 7TH AVE BROOKLYN, NY 11232",BROOKLYN,11232,53%,1%,41%,42%,4%
EAST NEW YORK FAMILY ACADEMY,40.661208,-73.886779,"2057 LINDEN BLVD BROOKLYN, NY 11207",BROOKLYN,11207,2%,65%,30%,95%,1%
P.S. 229 DYKER,40.610577,-74.013301,"1400 BENSON AVE BROOKLYN, NY 11228",BROOKLYN,11228,55%,1%,11%,13%,32%
P.S. 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,40.606942,-74.007327,"1664 BENSON AVE BROOKLYN, NY 11214",BROOKLYN,11214,39%,0%,21%,21%,38%
I.S. 98 BAY ACADEMY,40.583765,-73.954016,"1401 EMMONS AVE BROOKLYN, NY 11235",BROOKLYN,11235,27%,3%,10%,13%,59%
P.S. 101 THE VERRAZANO,40.597535,-73.991912,"2360 BENSON AVE BROOKLYN, NY 11214",BROOKLYN,11214,53%,1%,19%,20%,27%
P.S. 021 EDWARD HART,40.774168,-73.818543,"147-36 26TH AVE FLUSHING, NY 11354",FLUSHING,11354,62%,1%,29%,30%,7%
P.S. 120 QUEENS,40.745218,-73.828746,"58-01 136TH ST FLUSHING, NY 11355",FLUSHING,11355,83%,1%,15%,15%,2%
P.S. 018 WINCHESTER,40.732107,-73.732064,"86-35 235TH CT QUEENS VILLAGE, NY 11427",QUEENS VILLAGE,11427,72%,10%,11%,20%,6%
P.S. 031 BAYSIDE,40.757631,-73.769148,"211-45 46TH RD BAYSIDE, NY 11361",BAYSIDE,11361,54%,10%,22%,31%,15%
THE JAMES J. AMBROSE SCHOOL,40.743857,-73.709297,"80-51 261ST ST FLORAL PARK, NY 11004",FLORAL PARK,11004,68%,6%,14%,20%,9%
P.S. 144 COL JEROMUS REMSEN,40.715052,-73.852943,"93-02 69TH AVE FOREST HILLS, NY 11375",FOREST HILLS,11375,36%,3%,18%,21%,35%
P.S. 122 MAMIE FAY,40.780311,-73.91658,"21-21 DITMARS BLVD ASTORIA, NY 11105",ASTORIA,11105,30%,6%,21%,27%,39%
I.S. 230,40.75264,-73.892841,"73-10 34TH AVE JACKSON HEIGHTS, NY 11372",JACKSON HEIGHTS,11372,37%,1%,56%,57%,5%
P.S. 036 J. C. DRUMGOOLE,40.543238,-74.182578,"255 IONIA AVE STATEN ISLAND, NY 10312",STATEN ISLAND,10312,6%,0%,12%,12%,81%
ALL CITY LEADERSHIP SECONDARY SCHOOL,40.697591,-73.913097,"321 PALMETTO ST BROOKLYN, NY 11237",BROOKLYN,11237,6%,11%,77%,89%,5%
BROOKLYN URBAN GARDEN CHARTER SCHOOL,40.656204,-73.982638,"500 19TH ST BROOKLYN, NY 11215",BROOKLYN,11215,7%,33%,33%,66%,23%
KIPP WASHINGTON HEIGHTS MIDDLE SCHOOL,40.839408,-73.935772,"21 JUMEL PL-RM D109 NEW YORK, NY 10032",NEW YORK,10032,0%,12%,86%,99%,1%
VOICE CHARTER SCHOOL OF NEW YORK,40.760397,-73.939713,"36-24 12TH ST LONG ISLAND CITY, NY 11106",LONG ISLAND CITY,11106,16%,11%,59%,70%,10%
TOMPKINS SQUARE MIDDLE SCHOOL,40.723747,-73.981602,"600 E 6TH ST NEW YORK, NY 10009",NEW YORK,10009,23%,16%,37%,53%,20%
P.S. 040 AUGUSTUS SAINT-GAUDENS,40.735118,-73.981697,"319 E 19TH ST NEW YORK, NY 10003",NEW YORK,10003,9%,3%,13%,16%,64%
P.S. 183 ROBERT L. STEVENSON,40.763762,-73.957759,"419 E 66TH ST NEW YORK, NY 10021",NEW YORK,10021,17%,4%,10%,14%,66%
"EAST SIDE ELEMENTARY SCHOOL, PS 267",40.763854,-73.963813,"213 E 63RD ST NEW YORK, NY 10065",NEW YORK,10065,11%,2%,7%,9%,78%
"BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",40.73854,-73.989485,"890 BROADWAY NEW YORK, NY 10003",NEW YORK,10003,36%,25%,16%,41%,19%
M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,40.789382,-73.9681,"32 W 92ND ST NEW YORK, NY 10025",NEW YORK,10025,0%,1%,99%,99%,1%
SPECIAL MUSIC SCHOOL,40.775221,-73.982997,"129 W 67TH ST NEW YORK, NY 10023",NEW YORK,10023,16%,13%,14%,28%,43%
AMISTAD DUAL LANGUAGE SCHOOL,40.866522,-73.923818,"4862 BROADWAY NEW YORK, NY 10034",NEW YORK,10034,2%,1%,91%,93%,5%
MUSCOTA,40.866522,-73.923818,"4862 BROADWAY NEW YORK, NY 10034",NEW YORK,10034,4%,3%,46%,49%,42%
"MAGNET SCHOOL OF MATH, SCIENCE AND DESIGN TECHNOLOGY",40.660884,-73.98594,"511 7TH AVE BROOKLYN, NY 11215",BROOKLYN,11215,7%,8%,31%,39%,49%
P.S. 094 THE HENRY LONGFELLOW,40.643673,-74.008715,"5010 6TH AVE BROOKLYN, NY 11220",BROOKLYN,11220,61%,1%,37%,37%,1%
THE WINDSOR TERRACE SCHOOL,40.657119,-73.976048,"1625 11TH AVE BROOKLYN, NY 11215",BROOKLYN,11215,6%,3%,19%,22%,64%
THE MATH & SCIENCE EXPLORATORY SCHOOL,40.683835,-73.980355,"345 DEAN ST BROOKLYN, NY 11217",BROOKLYN,11217,8%,17%,20%,37%,52%
J.H.S. 201 THE DYKER HEIGHTS,40.618745,-74.01331,"8010 12TH AVE BROOKLYN, NY 11228",BROOKLYN,11228,46%,0%,14%,14%,39%
MARK TWAIN I.S. 239 FOR THE GIFTED & TALENTED,40.57866,-73.992391,"2401 NEPTUNE AVE BROOKLYN, NY 11224",BROOKLYN,11224,28%,7%,5%,12%,54%
P.S. 207 ELIZABETH G. LEARY,40.613779,-73.930304,"4011 FILLMORE AVE BROOKLYN, NY 11234",BROOKLYN,11234,10%,35%,15%,49%,39%
P.S. 007 LOUIS F. SIMEONE,40.739749,-73.882575,"80-55 CORNISH AVE ELMHURST, NY 11373",ELMHURST,11373,62%,0%,35%,35%,2%
P.S. 012 JAMES B. COLGATE,40.742305,-73.89349,"42-00 72ND ST WOODSIDE, NY 11377",WOODSIDE,11377,56%,0%,39%,40%,3%
P.S. 020 JOHN BOWNE,40.758365,-73.824407,"142-30 BARCLAY AVE FLUSHING, NY 11355",FLUSHING,11355,75%,3%,19%,23%,1%
P.S. 024 ANDREW JACKSON,40.751762,-73.81778,"141-11 HOLLY AVE FLUSHING, NY 11355",FLUSHING,11355,85%,3%,10%,13%,1%
P.S. 032 STATE STREET,40.76501,-73.794319,"171-11 35TH AVE FLUSHING, NY 11358",FLUSHING,11358,66%,1%,19%,20%,12%
P.S. 163 FLUSHING HEIGHTS,40.741093,-73.808757,"159-01 59TH AVE FLUSHING, NY 11365",FLUSHING,11365,79%,3%,15%,18%,2%
P.S. 046 ALLEY POND,40.764889,-73.764926,"64-45 218TH ST BAYSIDE, NY 11361",BAYSIDE,11361,61%,5%,14%,18%,18%
P.S. 133 QUEENS,40.731728,-73.717947,"248-05 86TH AVE BELLEROSE, NY 11426",BELLEROSE,11426,64%,6%,15%,21%,12%
GOLDIE MAPLE ACADEMY,40.591349,-73.786189,"3-65 BEACH 56TH ST ARVERNE, NY 11692",ARVERNE,11692,4%,70%,18%,88%,3%
METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,40.712046,-73.861195,"91-30 METROPOLITAN AVE REGO PARK, NY 11374",REGO PARK,11374,17%,18%,39%,57%,20%
YORK EARLY COLLEGE ACADEMY,40.696913,-73.786396,"108-35 167TH ST JAMAICA, NY 11433",JAMAICA,11433,29%,51%,10%,61%,1%
P.S./I.S. 295,40.72073,-73.731394,"222-14 JAMAICA AVE QUEENS VILLAGE, NY 11428",QUEENS VILLAGE,11428,38%,25%,28%,53%,5%
P.S. 069 JACKSON HEIGHTS,40.748799,-73.888464,"77-02 37TH AVE JACKSON HEIGHTS, NY 11372",JACKSON HEIGHTS,11372,50%,0%,40%,41%,8%
HELLENIC CLASSICAL CHARTER SCHOOL,40.662963,-73.992106,"646 5TH AVE BROOKLYN, NY 11215",BROOKLYN,11215,3%,26%,40%,66%,28%
BROOKLYN PROSPECT CHARTER SCHOOL,40.648155,-73.978583,"3002 FORT HAMILTON PKWY BROOKLYN, NY 11218",BROOKLYN,11218,6%,15%,34%,49%,37%
MIDDLE VILLAGE PREP CHARTER SCHOOL,40.712244,-73.887868,"6802 METROPOLITAN AVE MIDDLE VILLAGE, NY 11379",MIDDLE VILLAGE,11379,5%,2%,56%,58%,36%
P.S. 002 MEYER LONDON,40.712943,-73.991557,"122 HENRY ST NEW YORK, NY 10002",NEW YORK,10002,85%,4%,9%,13%,1%
P.S. 059 BEEKMAN HILL INTERNATIONAL,40.759213,-73.966183,"231-249 E 56TH ST NEW YORK, NY 10019",NEW YORK,10019,15%,2%,13%,15%,59%
P.S. 89,40.716867,-74.013623,"201 WARREN ST NEW YORK, NY 10282",NEW YORK,10282,16%,2%,14%,16%,62%
P.S. 234 INDEPENDENCE SCHOOL,40.716096,-74.011765,"292 GREENWICH ST NEW YORK, NY 10007",NEW YORK,10007,11%,1%,8%,10%,70%
P.S. 290 MANHATTAN NEW SCHOOL,40.775137,-73.952812,"311 E 82ND ST NEW YORK, NY 10028",NEW YORK,10028,11%,1%,9%,10%,73%
SPRUCE STREET SCHOOL,40.711057,-74.005361,"12 SPRUCE ST NEW YORK, NY 10018",NEW YORK,10018,14%,3%,12%,15%,58%
SCHOOL OF THE FUTURE HIGH SCHOOL,40.739095,-73.985349,"127 E 22ND ST NEW YORK, NY 10010",NEW YORK,10010,15%,11%,29%,40%,37%
P.S. 009 SARAH ANDERSON,40.785101,-73.973867,"100 W 84TH ST NEW YORK, NY 10024",NEW YORK,10024,9%,5%,21%,26%,59%
P.S. 087 WILLIAM SHERMAN,40.781788,-73.978008,"160 W 78TH ST NEW YORK, NY 10024",NEW YORK,10024,7%,5%,15%,20%,64%
M.S. M245 THE COMPUTER SCHOOL,40.781081,-73.978085,"100 W 77TH ST NEW YORK, NY 10024",NEW YORK,10024,6%,14%,26%,40%,50%
"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",40.649588,-73.957176,"911 FLATBUSH AVE BROOKLYN, NY 11226",BROOKLYN,11226,3%,86%,8%,94%,1%
P.S. 089 ELMHURST,40.745942,-73.879623,"85-28 BRITTON AVE ELMHURST, NY 11373",ELMHURST,11373,21%,0%,77%,77%,1%
I.S. 025 ADRIEN BLOCK,40.765017,-73.789689,"34-65 192ND ST FLUSHING, NY 11358",FLUSHING,11358,50%,1%,24%,25%,24%
P.S. 041 CROCHERON,40.770056,-73.771085,"214-43 35TH AVE BAYSIDE, NY 11361",BAYSIDE,11361,45%,2%,19%,21%,31%
IRWIN ALTMAN MIDDLE SCHOOL 172,40.742067,-73.713022,"81-14 257TH ST FLORAL PARK, NY 11004",FLORAL PARK,11004,62%,10%,13%,23%,13%
P.S./ IS 178 HOLLISWOOD,40.724401,-73.777475,"189-10 RADNOR RD JAMAICA, NY 11423",JAMAICA,11423,14%,7%,10%,17%,66%
P.S. 221 THE NORTH HILLS SCHOOL,40.758641,-73.73135,"57-40 MARATHON PKWY LITTLE NECK, NY 11362",LITTLE NECK,11362,65%,3%,13%,16%,19%
"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",40.708431,-73.804196,"150-91 87TH RD JAMAICA, NY 11432",JAMAICA,11432,32%,46%,14%,60%,3%
P.S./I.S. 208,40.744184,-73.727581,"74-30 COMMONWLTH BLVD BELLEROSE, NY 11426",BELLEROSE,11426,9%,75%,13%,87%,1%
P.S. 092 HARRY T. STEWART SR.,40.755511,-73.868676,"99-01 34TH AVE CORONA, NY 11368",CORONA,11368,1%,2%,96%,98%,0%
I.S. 227 LOUIS ARMSTRONG,40.757692,-73.874171,"32-02 JUNCTION BLVD EAST ELMHURST, NY 11369",EAST ELMHURST,11369,14%,10%,48%,59%,27%
"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",40.771319,-73.924184,"23-15 NEWTOWN AVE LONG ISLAND CITY, NY 11105",LONG ISLAND CITY,11105,34%,6%,43%,49%,16%
BEDFORD STUYVESANT COLLEGIATE -UNCOMMON COLLEGIATE CHARTER HIGH SCHOOL,40.687938,-73.932378,"800 GATES AVE-4TH FL BROOKLYN, NY 11221",BROOKLYN,11221,1%,77%,18%,95%,0%
BROWNSVILLE COLLEGIATE CHARTER SCHOOL,40.668635,-73.905086,"364 SACKMAN ST-4TH FL BROOKLYN, NY 11212",BROOKLYN,11212,1%,72%,18%,90%,1%
THE CULTURAL ARTS ACADEMY AT SPRING CREEK CHARTER SCHOOL,40.654135,-73.908199,"1400 LINDEN BLVD BROOKLYN, NY 11212",BROOKLYN,11212,1%,90%,7%,97%,1%
AMERICAN DREAM CHARTER SCHOOL,40.809065,-73.91752,"510 E 141ST ST-4TH FL BRONX, NY 10454",BRONX,10454,0%,7%,91%,98%,1%
EAST SIDE COMMUNITY SCHOOL,40.729153,-73.982474,"420 E 12TH ST NEW YORK, NY 10009",NEW YORK,10009,11%,21%,53%,74%,12%
P.S. 006 LILLIE D. BLAKE,40.777703,-73.960428,"45 E 81ST ST NEW YORK, NY 10028",NEW YORK,10028,13%,2%,7%,9%,75%
P.S. 150,40.718083,-74.010942,"334 GREENWICH ST NEW YORK, NY 10013",NEW YORK,10013,16%,5%,14%,19%,55%
P.S. 212 MIDTOWN WEST,40.761329,-73.988669,"328 W 48TH ST NEW YORK, NY 10036",NEW YORK,10036,10%,6%,23%,29%,48%
M.S. 255 SALK SCHOOL OF SCIENCE,40.735118,-73.981697,"319 E 19TH ST NEW YORK, NY 10003",NEW YORK,10003,19%,3%,9%,13%,63%
J.H.S. 054 BOOKER T. WASHINGTON,40.800512,-73.962802,"103 W 107TH ST NEW YORK, NY 10025",NEW YORK,10025,9%,8%,12%,20%,64%
P.S. 199 JESSIE ISADOR STRAUS,40.777766,-73.984736,"270 W 70TH ST NEW YORK, NY 10023",NEW YORK,10023,14%,2%,13%,15%,63%
TAG YOUNG SCHOLARS,40.79259,-73.942119,"240 E 109TH ST NEW YORK, NY 10029",NEW YORK,10029,34%,25%,19%,44%,15%
THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,40.815297,-73.944304,"200-214 W 135TH ST NEW YORK, NY 10030",NEW YORK,10030,1%,74%,23%,97%,0%
MILTON FEIN SCHOOL,40.881668,-73.905862,"3201 KINGSBRIDGE AVE BRONX, NY 10463",BRONX,10463,5%,6%,79%,85%,9%
P.S. 029 JOHN M. HARRIGAN,40.686935,-73.99771,"425 HENRY ST BROOKLYN, NY 11201",BROOKLYN,11201,5%,4%,11%,15%,74%
P.S. 039 HENRY BRISTOW,40.668666,-73.982912,"417 6TH AVE BROOKLYN, NY 11215",BROOKLYN,11215,7%,6%,9%,15%,76%
P.S. 058 THE CARROLL,40.68043,-73.99566,"330 SMITH ST BROOKLYN, NY 11231",BROOKLYN,11231,4%,3%,12%,15%,72%
P.S. 160 WILLIAM T. SAMPSON,40.636935,-73.999073,"5105 FORT HAMILTON PKWY BROOKLYN, NY 11219",BROOKLYN,11219,85%,1%,10%,11%,4%
P.S. 176 OVINGTON,40.624759,-74.005074,"1225 69TH ST BROOKLYN, NY 11219",BROOKLYN,11219,63%,0%,21%,21%,15%
BROOKLYN SCHOOL OF INQUIRY,40.607008,-73.986852,"50 AVE P BROOKLYN, NY 11218",BROOKLYN,11218,18%,5%,5%,10%,71%
"SCHOOL OF MATH, SCIENCE, AND HEALTHY LIVING",40.639505,-74.020291,"6214 4TH AVE BROOKLYN, NY 11220",BROOKLYN,11220,55%,1%,39%,40%,6%
